alert_id,run_id,generated_utc,category,alert_type,severity,resource_type,resource_id,metric_name,observed_value,threshold_value,message,recommended_action,evidence_json,severity_rank
35b4d225254762cce6cd,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_075,constant_sensor_change,,,"sensor_075 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.02829559174871464}",3
59d569a591b8ff902340,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_207,constant_sensor_change,,,"sensor_207 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.028295591748714634}",3
cfeef1f70faff1f4d0f1,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_210,constant_sensor_change,,,"sensor_210 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.028295591748714637}",3
6c1d2df7500a236ac574,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_343,constant_sensor_change,,,"sensor_343 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.02829559174871464}",3
66dd2fe9cc4ce7f0bbc2,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_348,constant_sensor_change,,,"sensor_348 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.02829559174871464}",3
1313b2b92dac12beabfd,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Critical,sensor_feature,sensor_479,constant_sensor_change,,,"sensor_479 is classified as Critical for distribution drift (PSI=0.0000, KS=0.0008, standardised mean shift=0.0283, missing-rate difference=0.0032).","Escalate process and sensor review, compare with maintenance and recipe changes, and assess retraining immediately.","{""current_constant"": true, ""feature_health_score"": 94.75, ""ks_p_value"": 0.9625672272684133, ""ks_statistic"": 0.0008006405124099114, ""missing_rate_difference"": 0.0031770883637232427, ""notes"": ""Current sensor is constant. Sensor became constant in current data. Current missingness exceeds reference missingness."", ""psi"": 0.0, ""reference_constant"": false, ""standardised_mean_shift"": 0.02829559174871464}",3
5ce3c3df97abbff2bf19,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Feature Drift,sensor_distribution_shift,Warning,sensor_feature,sensor_346,psi,0.2316685324003052,0.2,"sensor_346 is classified as Warning for distribution drift (PSI=0.2317, KS=0.0648, standardised mean shift=0.1319, missing-rate difference=0.0792).","Increase monitoring frequency, investigate the affected evidence and prepare a controlled retraining assessment.","{""current_constant"": false, ""feature_health_score"": 84.7, ""ks_p_value"": 0.722970758927712, ""ks_statistic"": 0.06484384070590965, ""missing_rate_difference"": 0.07924166713263964, ""notes"": ""Current missingness exceeds reference missingness."", ""psi"": 0.2316685324003052, ""reference_constant"": false, ""standardised_mean_shift"": 0.13192635696775287}",2
e7e5f4086b8cea82c0bf,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Prediction Drift,operational_output_shift,Warning,model_output,combined_uncertainty,combined_uncertainty,,0.1,"Combined Uncertainty is classified as Warning; reference mean=None, current mean=None.","Increase monitoring frequency, investigate the affected evidence and prepare a controlled retraining assessment.","{""current_count"": 0, ""current_mean"": null, ""health_score"": 70.0, ""ks_p_value"": null, ""ks_statistic"": null, ""notes"": ""The operational metric is unavailable in one or both datasets."", ""psi"": null, ""reference_count"": 0, ""reference_mean"": null, ""wasserstein_distance"": null}",2
2a3f1180b40e1b3fb98d,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Prediction Drift,operational_output_shift,Warning,model_output,data_confidence,data_confidence,,0.1,"Data Confidence is classified as Warning; reference mean=None, current mean=None.","Increase monitoring frequency, investigate the affected evidence and prepare a controlled retraining assessment.","{""current_count"": 0, ""current_mean"": null, ""health_score"": 70.0, ""ks_p_value"": null, ""ks_statistic"": null, ""notes"": ""The operational metric is unavailable in one or both datasets."", ""psi"": null, ""reference_count"": 0, ""reference_mean"": null, ""wasserstein_distance"": null}",2
9ce16ea6c27731c6e692,24cb5deb475e00d9,2026-07-14T11:49:38.611023+00:00,Prediction Drift,operational_output_shift,Warning,model_output,failure_probability,failure_probability,,0.05,"Failure Probability is classified as Warning; reference mean=None, current mean=None.","Increase monitoring frequency, investigate the affected evidence and prepare a controlled retraining assessment.","{""current_count"": 0, ""current_mean"": null, ""health_score"": 70.0, ""ks_p_value"": null, ""ks_statistic"": null, ""notes"": ""The operational metric is unavailable in one or both datasets."", ""psi"": null, ""reference_count"": 0, ""reference_mean"": null, ""wasserstein_distance"": null}",2
