wafer_id,timestamp,target,status,missing_sensor_count,missing_sensor_rate,available_sensor_count,row_quality_flag
WF-001567,2008-10-17 06:07:00,0,Pass,152,0.2576271186440678,438,Review
WF-001565,2008-10-17 05:26:00,0,Pass,148,0.25084745762711863,442,Review
WF-001562,2008-10-16 15:02:00,0,Pass,140,0.23728813559322035,450,Review
WF-001153,2008-09-28 17:05:00,0,Pass,100,0.1694915254237288,490,Review
WF-000512,2008-08-29 05:54:00,0,Pass,100,0.1694915254237288,490,Review
WF-000811,2008-09-12 16:23:00,0,Pass,99,0.16779661016949152,491,Review
WF-000094,2008-08-04 18:24:00,0,Pass,96,0.16271186440677965,494,Review
WF-000815,2008-09-12 20:28:00,0,Pass,96,0.16271186440677965,494,Review
WF-000096,2008-08-04 20:32:00,0,Pass,96,0.16271186440677965,494,Review
WF-000996,2008-09-21 18:12:00,0,Pass,92,0.15593220338983052,498,Review
WF-001055,2008-09-24 07:23:00,0,Pass,92,0.15593220338983052,498,Review
WF-000736,2008-09-05 21:48:00,0,Pass,88,0.14915254237288136,502,Acceptable
WF-000090,2008-08-04 16:15:00,0,Pass,87,0.14745762711864407,503,Acceptable
WF-000847,2008-09-15 02:04:00,0,Pass,84,0.1423728813559322,506,Acceptable
WF-000701,2008-09-02 18:52:00,0,Pass,84,0.1423728813559322,506,Acceptable
WF-000134,2008-08-06 09:57:00,0,Pass,84,0.1423728813559322,506,Acceptable
WF-000513,2008-08-29 05:54:00,0,Pass,84,0.1423728813559322,506,Acceptable
WF-000300,2008-08-19 09:05:00,0,Pass,80,0.13559322033898305,510,Acceptable
WF-001207,2008-09-30 23:34:00,0,Pass,76,0.1288135593220339,514,Acceptable
WF-000753,2008-09-08 00:40:00,0,Pass,72,0.12203389830508475,518,Acceptable
WF-000929,2008-09-19 21:14:00,0,Pass,68,0.1152542372881356,522,Acceptable
WF-001235,2008-10-02 07:58:00,0,Pass,68,0.1152542372881356,522,Acceptable
WF-000095,2008-08-04 19:58:00,0,Pass,68,0.1152542372881356,522,Acceptable
WF-000317,2008-08-19 20:53:00,0,Pass,64,0.10847457627118644,526,Acceptable
WF-000808,2008-09-12 13:08:00,0,Pass,64,0.10847457627118644,526,Acceptable
WF-000337,2008-08-20 19:20:00,1,Fail,64,0.10847457627118644,526,Acceptable
WF-001548,2008-10-16 02:17:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001552,2008-10-16 04:02:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001556,2008-10-16 04:50:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001566,2008-10-17 06:01:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001555,2008-10-16 04:47:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001561,2008-10-16 05:58:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001553,2008-10-16 04:02:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-000196,2008-08-12 04:23:00,0,Pass,60,0.1016949152542373,530,Acceptable
WF-001557,2008-10-16 04:54:00,0,Pass,56,0.09491525423728814,534,Acceptable
WF-000460,2008-08-28 03:04:00,0,Pass,56,0.09491525423728814,534,Acceptable
WF-001550,2008-10-16 02:55:00,0,Pass,56,0.09491525423728814,534,Acceptable
WF-000684,2008-09-02 12:30:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-000681,2008-09-02 12:01:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-000677,2008-09-02 11:08:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-000152,2008-08-07 08:55:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001549,2008-10-16 02:22:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001559,2008-10-16 05:13:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001141,2008-09-27 21:45:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001554,2008-10-16 04:04:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001544,2008-10-15 23:00:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001543,2008-10-15 22:54:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001563,2008-10-16 15:13:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-001564,2008-10-16 20:49:00,0,Pass,52,0.08813559322033898,538,Acceptable
WF-000590,2008-08-30 15:50:00,0,Pass,51,0.08644067796610169,539,Acceptable
WF-000557,2008-08-30 02:22:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000535,2008-08-29 13:27:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000501,2008-08-28 23:42:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000529,2008-08-29 08:45:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-001545,2008-10-15 23:45:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000565,2008-08-30 05:05:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-001546,2008-10-16 02:16:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-001547,2008-10-16 02:16:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000506,2008-08-29 03:27:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000534,2008-08-29 13:14:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000832,2008-09-13 20:06:00,1,Fail,48,0.08135593220338982,542,Acceptable
WF-000021,2008-07-22 15:30:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000579,2008-08-30 10:16:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000099,2008-08-04 22:51:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000484,2008-08-28 16:43:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-001558,2008-10-16 05:08:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000398,2008-08-22 02:25:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000347,2008-08-21 02:46:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000330,2008-08-20 16:08:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-001560,2008-10-16 05:44:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000285,2008-08-19 05:09:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000202,2008-08-15 03:26:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000571,2008-08-30 08:10:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000659,2008-09-02 03:35:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000660,2008-09-02 04:19:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000710,2008-09-03 01:15:00,1,Fail,48,0.08135593220338982,542,Acceptable
WF-000733,2008-09-04 16:56:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000680,2008-09-02 11:49:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000602,2008-08-31 04:46:00,1,Fail,48,0.08135593220338982,542,Acceptable
WF-000598,2008-08-30 20:53:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000698,2008-09-02 17:10:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000802,2008-09-12 06:41:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000662,2008-09-02 05:46:00,0,Pass,48,0.08135593220338982,542,Acceptable
WF-000054,2008-07-29 23:19:00,0,Pass,47,0.07966101694915254,543,Acceptable
WF-000385,2008-08-21 22:41:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000376,2008-08-21 18:53:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000309,2008-08-19 11:58:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000949,2008-09-20 12:36:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000345,2008-08-20 23:43:00,1,Fail,44,0.07457627118644068,546,Acceptable
WF-000702,2008-09-02 19:18:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000336,2008-08-20 18:35:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000586,2008-08-30 14:37:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000442,2008-08-23 15:29:00,1,Fail,44,0.07457627118644068,546,Acceptable
WF-000921,2008-09-19 20:05:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000867,2008-09-16 19:34:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000283,2008-08-19 03:59:00,1,Fail,44,0.07457627118644068,546,Acceptable
WF-000273,2008-08-18 16:19:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000270,2008-08-18 15:30:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000263,2008-08-18 12:49:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000253,2008-08-18 07:11:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000236,2008-08-17 21:26:00,1,Fail,44,0.07457627118644068,546,Acceptable
WF-000780,2008-09-11 00:17:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000199,2008-08-12 11:29:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000433,2008-08-23 04:52:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000469,2008-08-28 06:39:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000455,2008-08-27 14:18:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000697,2008-09-02 16:58:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000595,2008-08-30 19:21:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000564,2008-08-30 04:55:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000543,2008-08-29 20:21:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000542,2008-08-29 16:26:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000541,2008-08-29 15:43:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000611,2008-08-31 16:32:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000647,2008-09-02 00:46:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000862,2008-09-16 08:52:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000523,2008-08-29 07:24:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000516,2008-08-29 06:35:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000648,2008-09-02 01:09:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000664,2008-09-02 06:19:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000671,2008-09-02 09:36:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-001460,2008-10-11 07:42:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000687,2008-09-02 13:08:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000498,2008-08-28 21:52:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000495,2008-08-28 20:20:00,0,Pass,44,0.07457627118644068,546,Acceptable
WF-000690,2008-09-02 14:09:00,0,Pass,44,0.07457627118644068,546,Acceptable
